ticker,rebalance_date,horizon,forward_return,label_role
601728,20260204,20D,0.02087,OUTCOME_LABEL_ONLY
601728,20260204,60D,0.050435,OUTCOME_LABEL_ONLY
603993,20260204,5D,-0.019434,OUTCOME_LABEL_ONLY
603993,20260204,20D,-0.028728,OUTCOME_LABEL_ONLY
603993,20260204,60D,-0.189269,OUTCOME_LABEL_ONLY
688256,20260204,5D,0.010206,OUTCOME_LABEL_ONLY
688256,20260204,20D,0.045955,OUTCOME_LABEL_ONLY
688256,20260204,60D,0.326433,OUTCOME_LABEL_ONLY
601601,20260204,5D,-0.009166,OUTCOME_LABEL_ONLY
601601,20260204,20D,-0.131455,OUTCOME_LABEL_ONLY
601601,20260204,60D,-0.158954,OUTCOME_LABEL_ONLY
688235,20260204,5D,0.03465,OUTCOME_LABEL_ONLY
688235,20260204,20D,-0.167021,OUTCOME_LABEL_ONLY
688235,20260204,60D,-0.148831,OUTCOME_LABEL_ONLY
000858,20260204,5D,-0.022853,OUTCOME_LABEL_ONLY
000858,20260204,20D,-0.069112,OUTCOME_LABEL_ONLY
000858,20260204,60D,-0.093808,OUTCOME_LABEL_ONLY
601398,20260304,5D,0.00565,OUTCOME_LABEL_ONLY
601398,20260304,20D,0.070621,OUTCOME_LABEL_ONLY
601398,20260304,60D,0.00565,OUTCOME_LABEL_ONLY
601857,20260304,5D,-0.083837,OUTCOME_LABEL_ONLY
601857,20260304,20D,-0.088369,OUTCOME_LABEL_ONLY
601857,20260304,60D,-0.18429,OUTCOME_LABEL_ONLY
601288,20260304,5D,-0.007485,OUTCOME_LABEL_ONLY
601288,20260304,20D,0.001497,OUTCOME_LABEL_ONLY
601288,20260304,60D,-0.055389,OUTCOME_LABEL_ONLY
601939,20260304,5D,0.016854,OUTCOME_LABEL_ONLY
601939,20260304,20D,0.061798,OUTCOME_LABEL_ONLY
601939,20260304,60D,0.148315,OUTCOME_LABEL_ONLY
600941,20260304,5D,0.023091,OUTCOME_LABEL_ONLY
600941,20260304,20D,-0.005932,OUTCOME_LABEL_ONLY
600941,20260304,60D,0.033577,OUTCOME_LABEL_ONLY
600938,20260304,5D,-0.025438,OUTCOME_LABEL_ONLY
600938,20260304,20D,-0.09825,OUTCOME_LABEL_ONLY
600938,20260304,60D,-0.204434,OUTCOME_LABEL_ONLY
600519,20260304,5D,-0.000842,OUTCOME_LABEL_ONLY
600519,20260304,20D,0.041579,OUTCOME_LABEL_ONLY
600519,20260304,60D,-0.07007,OUTCOME_LABEL_ONLY
601988,20260304,5D,0.001869,OUTCOME_LABEL_ONLY
601988,20260304,20D,0.097196,OUTCOME_LABEL_ONLY
601988,20260304,60D,0.093458,OUTCOME_LABEL_ONLY
300750,20260304,5D,0.170847,OUTCOME_LABEL_ONLY
300750,20260304,20D,0.197138,OUTCOME_LABEL_ONLY
300750,20260304,60D,0.22396,OUTCOME_LABEL_ONLY
601628,20260304,5D,0.0,OUTCOME_LABEL_ONLY
601628,20260304,20D,-0.13119,OUTCOME_LABEL_ONLY
601628,20260304,60D,-0.214738,OUTCOME_LABEL_ONLY
601318,20260304,5D,0.0123,OUTCOME_LABEL_ONLY
601318,20260304,20D,-0.058424,OUTCOME_LABEL_ONLY
601318,20260304,60D,-0.137886,OUTCOME_LABEL_ONLY
601138,20260304,5D,0.002418,OUTCOME_LABEL_ONLY
601138,20260304,20D,-0.008185,OUTCOME_LABEL_ONLY
601138,20260304,60D,0.303571,OUTCOME_LABEL_ONLY
601899,20260304,5D,-0.018967,OUTCOME_LABEL_ONLY
601899,20260304,20D,-0.100369,OUTCOME_LABEL_ONLY
601899,20260304,60D,-0.167018,OUTCOME_LABEL_ONLY
600036,20260304,5D,0.023316,OUTCOME_LABEL_ONLY
600036,20260304,20D,0.031606,OUTCOME_LABEL_ONLY
600036,20260304,60D,-0.041451,OUTCOME_LABEL_ONLY
601088,20260304,5D,0.037302,OUTCOME_LABEL_ONLY
601088,20260304,20D,0.011061,OUTCOME_LABEL_ONLY
601088,20260304,60D,-0.000217,OUTCOME_LABEL_ONLY
600028,20260304,5D,-0.12027,OUTCOME_LABEL_ONLY
600028,20260304,20D,-0.204054,OUTCOME_LABEL_ONLY
600028,20260304,60D,-0.347297,OUTCOME_LABEL_ONLY
002594,20260304,5D,0.033649,OUTCOME_LABEL_ONLY
002594,20260304,20D,0.069382,OUTCOME_LABEL_ONLY
002594,20260304,60D,-0.008022,OUTCOME_LABEL_ONLY
688981,20260304,5D,0.003843,OUTCOME_LABEL_ONLY
688981,20260304,20D,-0.097104,OUTCOME_LABEL_ONLY
688981,20260304,60D,0.370513,OUTCOME_LABEL_ONLY
600900,20260304,5D,0.007752,OUTCOME_LABEL_ONLY
600900,20260304,20D,-0.007752,OUTCOME_LABEL_ONLY
600900,20260304,60D,0.005537,OUTCOME_LABEL_ONLY
300308,20260304,5D,0.029091,OUTCOME_LABEL_ONLY
300308,20260304,20D,0.116642,OUTCOME_LABEL_ONLY
300308,20260304,60D,1.061911,OUTCOME_LABEL_ONLY
601658,20260304,5D,0.020284,OUTCOME_LABEL_ONLY
601658,20260304,20D,0.036511,OUTCOME_LABEL_ONLY
601658,20260304,60D,0.01217,OUTCOME_LABEL_ONLY
601328,20260304,5D,0.01952,OUTCOME_LABEL_ONLY
601328,20260304,20D,0.052553,OUTCOME_LABEL_ONLY
601328,20260304,60D,-0.010511,OUTCOME_LABEL_ONLY
000333,20260304,5D,0.01615,OUTCOME_LABEL_ONLY
000333,20260304,20D,0.008929,OUTCOME_LABEL_ONLY
000333,20260304,60D,0.050814,OUTCOME_LABEL_ONLY
688041,20260304,5D,0.034746,OUTCOME_LABEL_ONLY
688041,20260304,20D,-0.066483,OUTCOME_LABEL_ONLY
688041,20260304,60D,0.342331,OUTCOME_LABEL_ONLY
601728,20260304,5D,0.022147,OUTCOME_LABEL_ONLY
601728,20260304,20D,-0.030664,OUTCOME_LABEL_ONLY
601728,20260304,60D,0.015332,OUTCOME_LABEL_ONLY
603993,20260304,5D,-0.065681,OUTCOME_LABEL_ONLY
603993,20260304,20D,-0.206612,OUTCOME_LABEL_ONLY
603993,20260304,60D,-0.159635,OUTCOME_LABEL_ONLY
688256,20260304,5D,-0.016185,OUTCOME_LABEL_ONLY
688256,20260304,20D,-0.058796,OUTCOME_LABEL_ONLY
688256,20260304,60D,0.199556,OUTCOME_LABEL_ONLY
601998,20260304,5D,0.02514,OUTCOME_LABEL_ONLY
601998,20260304,20D,0.159218,OUTCOME_LABEL_ONLY
601998,20260304,60D,0.044693,OUTCOME_LABEL_ONLY
002379,20260304,5D,0.031281,OUTCOME_LABEL_ONLY
002379,20260304,20D,-0.090221,OUTCOME_LABEL_ONLY
002379,20260304,60D,-0.287125,OUTCOME_LABEL_ONLY
000858,20260304,5D,0.011483,OUTCOME_LABEL_ONLY
000858,20260304,20D,0.03336,OUTCOME_LABEL_ONLY
000858,20260304,60D,-0.16957,OUTCOME_LABEL_ONLY
